date,equity
2021-04-06,7599965.05
2021-04-07,7661015.87
2021-04-08,7717678.70
2021-04-09,7711736.53
2021-04-12,7396790.38
2021-04-13,7285021.24
2021-04-14,7563305.12
2021-04-15,7800814.00
2021-04-16,7761707.89
2021-04-19,8119297.80
2021-04-20,8177046.71
2021-04-21,8081537.64
2021-04-22,8108322.58
2021-04-23,8147489.53
2021-04-26,8070827.49
2021-04-27,8084840.46
2021-04-28,8323653.44
2021-04-29,8518023.44
2021-04-30,8374308.44
2021-05-06,8709556.97
2021-05-07,8678698.98
2021-05-10,9322334.99
2021-05-11,9122712.00
2021-05-12,9338579.00
2021-05-13,9023708.01
2021-05-14,8959836.02
2021-05-17,9122629.02
2021-05-18,9151239.03
2021-05-19,9167249.04
2021-05-20,8670507.05
2021-05-21,8788828.05
2021-05-24,8929794.06
2021-05-25,9082697.07
2021-05-26,9083401.08
2021-05-27,9183331.09
2021-05-28,9265167.09
2021-05-31,9462613.10
2021-06-01,9505346.89
2021-06-02,9430029.62
2021-06-03,9422438.48
2021-06-04,9742383.34
2021-06-07,10073145.02
2021-06-08,9890109.72
2021-06-09,9921771.83
2021-06-10,10027955.66
2021-06-11,9699730.70
2021-06-15,9582254.96
2021-06-16,9373077.63
2021-06-17,9776239.92
2021-06-18,10198800.83
2021-06-21,10420404.05
2021-06-22,10540555.98
2021-06-23,11218282.83
2021-06-24,11112840.80
2021-06-25,11151987.68
2021-06-28,11241218.08
2021-06-29,11169497.09
2021-07-01,11427583.32
2021-07-02,11689321.76
2021-07-05,12518107.52
2021-07-06,12353610.09
2021-07-07,12678951.58
2021-07-08,13309344.68
2021-07-09,13900905.90
2021-07-12,14309858.24
2021-07-13,13857948.39
2021-07-14,13401735.46
2021-07-15,14220490.94
2021-07-16,13911315.34
2021-07-19,13611912.75
2021-07-20,13976032.18
2021-07-21,15054641.62
2021-07-22,15701915.08
2021-07-23,15481923.55
2021-07-26,16692163.04
2021-07-27,16340974.55
2021-07-28,16244614.07
2021-07-29,17426945.60
2021-07-30,18062027.16
2021-08-02,17892398.28
2021-08-03,15940140.51
2021-08-04,16711193.27
2021-08-05,16653740.10
2021-08-06,16389773.78
2021-08-09,16119798.72
2021-08-10,16237658.51
2021-08-11,16269056.57
2021-08-12,16427975.08
2021-08-13,16134061.64
2021-08-16,16445980.87
2021-08-17,15708296.35
2021-08-18,15684945.88
2021-08-19,15723026.28
2021-08-20,15696742.73
2021-08-23,16084117.44
2021-08-24,16651560.01
2021-08-25,16282075.63
2021-08-26,15952804.91
2021-08-27,16172040.25
2021-08-30,15976774.25
2021-08-31,15547457.70
2021-09-01,15003050.08
2021-09-02,15153791.77
2021-09-03,15071307.49
2021-09-06,15773217.63
2021-09-07,15839501.00
2021-09-08,15739178.99
2021-09-09,16062791.00
2021-09-10,16520740.64
2021-09-13,16205646.70
2021-09-14,16020618.99
2021-09-15,16194655.70
2021-09-16,15449056.84
2021-09-17,15016692.40
2021-09-22,14989026.78
2021-09-23,15228759.39
2021-09-24,15420464.56
2021-09-27,14542872.27
2021-09-28,14715747.92
2021-09-29,14624751.03
2021-09-30,14937885.82
2021-10-08,14807234.18
2021-10-11,14315996.17
2021-10-12,13741017.78
2021-10-13,14050808.51
2021-10-14,13848510.06
2021-10-15,14426664.02
2021-10-18,14501379.83
2021-10-19,14341201.87
2021-10-20,14333771.96
2021-10-21,14350703.09
2021-10-22,14324204.26
2021-10-25,14672523.48
2021-10-26,14869628.74
2021-10-27,14754117.04
2021-10-28,14323092.39
2021-10-29,14660129.78
2021-11-01,14070067.61
2021-11-02,14147289.76
2021-11-03,14077610.93
2021-11-04,14314681.61
2021-11-05,14142170.87
2021-11-08,14881455.14
2021-11-09,15225613.44
2021-11-10,15211320.79
2021-11-11,14774535.17
2021-11-12,14755881.59
2021-11-15,14144789.06
2021-11-16,13776375.56
2021-11-17,14428990.10
2021-11-18,14902006.68
2021-11-19,14918266.30
2021-11-22,15928676.96
2021-11-23,15899661.66
2021-11-24,16077483.40
2021-11-25,16021120.18
2021-11-26,16117487.00
2021-12-13,16228778.58
2021-12-14,16235137.88
2021-12-15,16052954.99
2021-12-16,16022518.42
2021-12-17,15512557.66
2021-12-20,14965316.71
2021-12-21,15032258.07
2021-12-22,15340045.05
2021-12-23,15384233.14
2021-12-24,14956637.04
2021-12-27,14596582.46
2021-12-28,15166276.28
2021-12-29,14831921.62
2021-12-30,14864474.47
2021-12-31,14974950.84
2022-01-04,14015089.94
2022-01-05,13568168.36
2022-01-06,13775140.41
2022-01-07,13519011.64
2022-02-10,12808337.44
2022-02-11,12426702.06
2022-02-14,12381373.82
2022-02-15,12478971.42
2022-02-16,12550429.77
2022-02-17,12842933.67
2022-02-18,13001491.81
2022-02-21,13427969.70
2022-02-22,13649110.84
2022-02-23,13551967.22
2022-02-24,13267974.65
2022-02-25,13135457.23
2022-02-28,13365103.66
2022-03-01,13588916.32
2022-03-02,13617036.48
2022-03-03,13372234.66
2022-03-04,13421123.86
2022-03-07,13195828.69
2022-03-08,13172522.94
2022-03-09,13523811.62
2022-03-10,13443693.72
2022-03-11,13454196.25
2022-03-14,13099124.81
2022-03-15,12699273.58
2022-03-16,13361504.59
2022-03-17,13173809.22
2022-03-18,13227196.27
2022-03-21,13411169.15
2022-03-22,13374130.85
2022-03-23,13317024.98
2022-03-24,13263552.14
2022-03-25,13071452.92
2022-03-28,13488158.72
2022-03-29,13648490.55
2022-03-30,13676629.81
2022-03-31,13706246.89
2022-04-01,13817077.82
2022-04-06,13171720.96
2022-04-07,13069077.92
2022-04-08,13253952.30
2022-04-11,12923791.98
2022-04-12,12930747.22
2022-04-13,13028974.40
2022-04-14,13032287.35
2022-04-15,12861750.37
2022-04-18,12677525.06
2022-04-19,12808352.62
2022-04-20,12541777.44
2022-04-21,12455493.93
2022-04-22,12686020.08
2022-04-25,12349539.10
2022-04-26,12175813.26
2022-04-27,12268204.23
2022-04-28,12679015.28
2022-04-29,12601216.41
2022-05-05,12550231.56
2022-05-06,12390677.81
2022-05-09,12275081.67
2022-05-10,12444453.34
2022-05-11,12644266.43
2022-05-12,12478570.73
2022-05-13,13018228.85
2022-05-16,12931620.58
2022-05-17,13198148.53
2022-05-18,13154319.29
2022-05-19,13370565.87
2022-05-20,13517427.07
2022-05-23,13543502.47
2022-05-24,13242317.50
2022-05-25,13396002.74
2022-05-26,13438658.69
2022-05-27,13627330.16
2022-05-30,13684520.84
2022-05-31,13636158.94
2022-06-01,13416328.48
2022-06-02,13499164.09
2022-06-06,13863889.71
2022-06-07,13788017.34
2022-06-08,13863704.99
2022-06-09,13506514.66
2022-06-10,13653057.34
2022-06-13,13268096.03
2022-06-14,13358357.74
2022-06-15,13254769.46
2022-06-16,13200803.20
2022-06-17,13244732.95
2022-06-20,12909588.72
2022-06-21,12927562.50
2022-06-22,12769583.29
2022-06-23,13018102.11
2022-06-24,13160591.93
2022-06-27,13332463.77
2022-06-28,13448539.63
2022-06-29,13410906.50
2022-06-30,13543524.38
2022-07-01,13511528.13
2022-07-04,13508358.75
2022-07-05,13646326.99
2022-07-06,13417418.64
2022-07-07,13777451.50
2022-07-08,13630795.78
2022-07-11,13334552.07
2022-07-12,13499117.17
2022-07-13,13392525.78
2022-07-14,13680873.50
2022-07-15,14265773.94
2022-07-18,14546725.89
2022-07-19,14489900.35
2022-07-20,14438565.72
2022-07-21,14327198.31
2022-07-22,14376101.51
2022-07-25,14381020.32
2022-07-26,14609935.84
2022-07-27,14573560.58
2022-07-28,14562996.42
2022-07-29,14671306.58
2022-08-01,14637761.04
2022-08-02,14511935.03
2022-08-03,14125807.83
2022-08-04,14409142.25
2022-08-05,14754462.57
2022-08-08,14895975.71
2022-08-09,15645202.65
2022-08-10,15391709.60
2022-08-11,15428879.97
2022-08-12,15105911.25
2022-08-15,15469923.53
2022-08-16,15281341.93
2022-08-17,15278389.63
2022-08-18,15420030.35
2022-08-19,15132471.88
2022-08-22,15631973.02
2022-08-23,15939163.86
2022-08-24,15439509.92
2022-08-25,15477912.79
2022-08-26,15514288.37
2022-08-29,15590551.16
2022-08-30,15589063.56
2022-08-31,15472946.27
2022-09-01,15042704.68
2022-09-02,15682326.64
2022-09-05,15715538.02
2022-09-06,16290293.61
2022-09-07,17114028.62
2022-09-08,16960241.55
2022-09-09,16839535.50
2022-09-13,16927561.96
2022-09-14,16761337.74
2022-09-15,15809067.73
2022-09-16,15586777.64
2022-09-19,15410382.47
2022-09-20,15868416.32
2022-09-21,15500593.58
2022-09-22,15507285.45
2022-09-23,14991386.45
2022-09-26,15568189.96
2022-09-27,15715889.39
2022-09-28,15278416.03
2022-09-29,15427618.79
2022-09-30,14762295.47
2022-10-10,13766924.32
2022-10-11,13787311.55
2022-10-12,14381638.86
2022-10-13,14321391.21
2022-10-14,13684964.60
2022-10-17,14038550.02
2022-10-18,14450176.49
2022-10-19,14471311.99
2022-10-20,14991274.53
2022-10-21,14957541.11
2022-10-24,15232871.73
2022-10-25,15240104.38
2022-10-27,14855564.07
2022-10-28,14982556.81
2022-10-31,14929878.58
2022-11-01,14895672.83
2022-11-02,14845489.08
2022-11-03,15202170.93
2022-11-04,14980002.40
2022-11-07,14414095.87
2022-11-08,14341191.56
2022-11-09,14032629.06
2022-11-10,13193711.04
2022-11-11,13200725.81
2022-11-14,13077756.62
2022-11-15,13375462.46
2022-11-16,13088425.33
2022-11-17,13208917.24
2022-11-18,13179761.18
2022-11-21,13383580.15
2022-11-22,13246390.16
2022-11-23,13247403.20
2022-11-24,13268597.28
2022-11-25,13278086.59
2022-11-28,13353480.98
2022-11-29,13209896.44
2022-11-30,13153367.95
2022-12-01,13267943.22
2022-12-02,13388795.41
2022-12-05,13071151.62
2022-12-06,13247050.64
2022-12-07,13118776.98
2022-12-08,13016069.54
2022-12-09,12955824.92
2022-12-12,12771290.61
2022-12-13,12402664.72
2022-12-14,12327244.75
2022-12-15,12541663.10
2022-12-16,12102750.86
2022-12-19,11903414.04
2022-12-20,11817351.64
2022-12-21,11676461.26
2022-12-22,11503650.19
2022-12-23,11075148.78
2022-12-26,11439848.20
2022-12-27,11627827.66
2022-12-28,11630451.05
2022-12-29,11568146.58
2022-12-30,11561973.35
2023-01-03,11869065.21
2023-01-04,11695590.81
2023-01-05,11852268.22
2023-01-06,11971423.16
2023-01-09,12201972.01
2023-01-10,12169186.37
2023-01-11,12051735.66
2023-01-12,12108541.86
2023-01-13,12028996.58
2023-01-16,12111534.72
2023-01-17,12077381.57
2023-01-18,12111229.35
2023-01-19,12073771.34
2023-01-20,12360290.84
2023-01-30,12273673.77
2023-01-31,12446057.01
2023-02-01,12640254.45
2023-02-02,12537134.96
2023-02-03,12430395.89
2023-02-06,12286025.85
2023-02-07,12463056.52
2023-02-16,12478532.81
2023-02-17,12340576.82
2023-02-20,12600216.55
2023-02-21,12731878.91
2023-02-22,12690581.98
2023-02-23,12680150.47
2023-02-24,12534598.59
2023-02-27,12427554.72
2023-02-28,12465039.47
2023-03-01,12678801.87
2023-03-02,12646307.48
2023-03-03,12567489.12
2023-03-06,12557086.78
2023-03-07,12400813.47
2023-03-08,12296327.17
2023-03-09,12464921.90
2023-03-10,12358107.65
2023-03-13,12638360.42
2023-03-14,12556869.21
2023-03-15,12499767.02
2023-03-16,12193976.86
2023-03-17,12345817.72
2023-03-20,12477538.60
2023-03-21,12534134.50
2023-03-22,12620203.42
2023-03-23,13048833.37
2023-03-24,12978335.33
2023-03-27,12885536.32
2023-03-28,12802115.33
2023-03-29,12823150.37
2023-03-30,12753650.42
2023-03-31,12873007.50
2023-04-03,12977620.33
2023-04-04,13034440.48
2023-04-06,13907597.43
2023-04-07,14138233.18
2023-04-10,13772827.53
2023-04-11,13913178.68
2023-04-12,14267361.22
2023-04-13,13268208.37
2023-04-14,13654697.72
2023-04-17,13421893.67
2023-04-18,15037748.82
2023-04-19,14554420.37
2023-04-20,15770671.72
2023-04-21,15016912.67
2023-04-24,15668383.02
2023-04-25,15091755.57
2023-04-26,14355186.91
2023-04-27,13574515.86
2023-04-28,14391417.81
2023-05-04,13576031.50
2023-05-05,12798011.47
2023-05-08,12804843.42
2023-05-09,13128193.76
2023-05-10,12572119.34
2023-05-11,12357196.97
2023-05-12,12591180.24
2023-05-15,12811731.54
2023-05-16,12491069.30
2023-05-17,12857314.69
2023-05-18,14113283.73
2023-05-19,13726940.81
2023-05-22,13424117.93
2023-05-23,13198958.29
2023-05-24,13250333.09
2023-05-25,13877213.14
2023-05-26,13949375.23
2023-05-29,14121910.96
2023-05-30,15153223.94
2023-05-31,15528419.36
2023-06-01,15446538.37
2023-06-02,15142519.33
2023-06-05,15621435.50
2023-06-06,15458808.49
2023-06-07,15534255.69
2023-06-08,15118372.10
2023-06-09,16263417.32
2023-06-12,17330878.56
2023-06-13,17702027.81
2023-06-14,19130094.27
2023-06-15,18984544.95
2023-06-16,20657517.24
2023-06-19,22554124.14
2023-06-20,22907830.05
2023-06-21,21078061.18
2023-06-26,19665155.52
2023-06-27,19365535.27
2023-06-28,18726027.04
2023-06-29,19587812.01
2023-06-30,20510060.81
2023-07-03,20178392.21
2023-07-04,20424133.23
2023-07-05,19457941.66
2023-07-06,19647468.90
2023-07-07,19762117.75
2023-07-10,19483260.82
2023-07-11,19904035.30
2023-07-12,18303000.80
2023-07-13,19869496.10
2023-07-14,20852481.42
2023-07-17,21174116.56
2023-07-18,20594109.10
2023-07-19,20297701.26
2023-07-20,18185231.63
2023-07-21,17898449.02
2023-07-24,18231560.81
2023-07-25,18621353.82
2023-07-26,17972955.05
2023-07-27,17637569.28
2023-07-28,17584676.93
2023-07-31,17450248.59
2023-08-01,18279872.67
2023-08-02,18253210.75
2023-08-03,17917921.05
2023-08-04,19315594.17
2023-08-07,19709096.89
2023-08-08,19010264.23
2023-08-09,17671192.58
2023-08-10,17330056.15
2023-08-11,17190854.32
2023-08-28,15675400.11
2023-08-29,16154543.92
2023-08-30,16242685.33
2023-08-31,16195871.36
2023-09-01,15706977.73
2023-09-04,15653029.02
2023-09-05,15203073.41
2023-09-06,15250996.81
2023-09-07,14704437.82
2023-09-08,14611764.74
2023-09-11,15087207.27
2023-09-12,15108592.41
2023-09-13,14720186.86
2023-09-14,14331199.01
2023-09-15,13987975.18
2023-09-18,13866684.76
2023-09-19,14071437.44
2023-09-20,13978390.44
2023-09-21,13950870.24
2023-09-22,15530021.75
2023-09-25,15340263.17
2023-09-26,15664807.01
2023-09-27,15903065.95
2023-09-28,16039472.60
2023-10-09,15543804.84
2023-10-10,15595014.85
2023-10-11,15472973.48
2023-10-12,15081900.92
2023-10-13,14748792.76
2023-10-16,14416424.83
2023-10-17,14514990.30
2023-10-18,14171813.45
2023-10-19,13833337.83
2023-10-20,13736961.65
2023-10-23,13902618.91
2023-10-24,14029880.00
2023-10-25,13188492.33
2023-10-26,13184051.10
2023-10-27,13101295.70
2023-10-30,13106743.54
2023-10-31,12864112.61
2023-11-01,12607994.63
2023-11-02,12624908.94
2023-11-03,12844804.07
2023-11-06,13423770.63
2023-11-07,13681451.21
2023-11-08,13722132.81
2023-11-09,13624673.23
2023-11-10,13698350.28
2023-11-13,13606168.95
2023-11-14,13857488.04
2023-11-15,14362830.55
2023-11-16,14295955.49
2023-11-17,14568062.65
2023-11-20,14323316.23
2023-11-21,14078901.43
2023-11-22,13728189.26
2023-11-23,13944855.31
2023-11-24,13701836.78
2023-11-27,13897172.87
2023-11-28,13968287.99
2023-11-29,13859428.13
2023-11-30,13829982.29
2023-12-01,13915102.34
2023-12-04,13635682.91
2023-12-05,13128555.50
2023-12-06,13143784.11
2023-12-07,13085316.74
2023-12-08,13450857.39
2023-12-11,13511674.07
2023-12-12,13559692.76
2023-12-13,13584154.48
2023-12-14,13476325.21
2023-12-15,13233635.97
2023-12-18,13220885.75
2023-12-19,13387175.22
2023-12-20,13056579.17
2023-12-21,13179421.17
2023-12-22,13060307.21
2023-12-25,12979748.29
2024-01-10,12229757.23
2024-01-11,12280119.18
2024-01-12,12273141.13
2024-01-15,12539516.11
2024-01-16,12586461.10
2024-01-17,12334955.11
2024-01-18,12389749.13
2024-01-19,12279344.17
2024-01-22,11947195.22
2024-01-23,12007763.29
2024-01-24,12111139.38
2024-01-25,12457347.48
2024-01-26,12353525.59
2024-01-29,12195843.73
2024-01-30,11872657.08
2024-01-31,11845173.41
2024-02-01,11757337.10
2024-02-02,11744477.31
2024-02-05,11923946.55
2024-02-06,12119940.80
2024-02-07,12136647.07
2024-02-08,12093445.36
2024-02-19,12537121.66
2024-02-20,12570555.98
2024-02-21,12598660.32
2024-02-22,12840845.68
2024-02-23,12857614.05
2024-02-26,12601017.45
2024-02-27,12732749.86
2024-02-28,12672907.28
2024-02-29,12782023.73
2024-03-01,12825866.61
2024-03-04,12971856.47
2024-03-05,12989462.44
2024-03-06,12896203.23
2024-03-07,12887139.54
2024-03-08,13186109.66
2024-03-11,12956879.30
2024-03-12,12629551.25
2024-03-13,12737514.12
2024-03-14,12873907.01
2024-03-15,13053805.01
2024-03-18,13278833.93
2024-03-19,13223713.27
2024-03-27,13121993.72
2024-03-28,13111673.09
2024-03-29,13131765.57
2024-04-01,13321371.97
2024-04-02,12747881.79
2024-04-03,12358448.39
2024-04-08,12671304.52
2024-04-09,12543691.70
2024-04-10,12200300.03
2024-04-11,12302898.89
2024-04-12,12921825.10
2024-04-15,12930953.64
2024-04-16,12800491.04
2024-04-17,13161468.37
2024-04-18,13039045.84
2024-04-19,12817188.36
2024-04-22,12322837.32
2024-04-23,12531224.62
2024-04-24,12984778.57
2024-04-25,12803866.46
2024-04-26,13519512.19
2024-04-29,13825387.96
2024-04-30,13739583.47
2024-05-06,13504304.82
2024-05-07,13124938.03
2024-05-08,13088664.95
2024-05-09,12941813.18
2024-05-10,12813284.34
2024-05-13,12812170.20
2024-05-14,12588639.79
2024-05-15,12721675.89
2024-05-16,13085722.91
2024-05-17,13432087.54
2024-05-20,13730983.99
2024-05-21,13544810.36
2024-05-22,13337417.15
2024-05-23,13323157.35
2024-05-24,12847718.26
2024-05-27,12899955.70
2024-05-28,12774047.04
2024-05-29,12910925.51
2024-05-30,12660428.89
2024-05-31,12621180.39
2024-06-03,13183031.79
2024-06-04,13100810.11
2024-06-05,12867186.46
2024-06-06,12953115.02
2024-06-07,12723077.89
2024-06-11,12780289.99
2024-06-12,13036003.20
2024-06-13,13134030.13
2024-06-14,14063017.98
2024-06-17,14076141.54
2024-06-18,14332065.02
2024-06-19,14399938.52
2024-06-20,14459652.04
2024-06-21,14324141.67
2024-06-24,14054531.22
2024-06-25,13530995.99
2024-06-26,13704379.88
2024-06-27,13262144.98
2024-06-28,13663003.60
2024-07-01,14095881.69
2024-07-02,14074090.61
2024-07-03,13991801.74
2024-07-04,14158266.89
2024-07-05,14209029.26
2024-07-08,14201574.03
2024-07-09,15070580.03
2024-07-10,15152691.24
2024-07-11,15001840.86
2024-07-12,14699733.70
2024-07-15,14677567.55
2024-07-16,15097104.01
2024-07-17,14490734.89
2024-07-18,14295374.59
2024-07-19,13879062.90
2024-07-22,14057010.62
2024-07-23,13735639.56
2024-07-24,13784893.32
2024-07-25,12942295.05
2024-07-26,13096464.91
2024-07-29,13384488.00
2024-07-30,13210842.73
2024-07-31,13383461.09
2024-08-01,13421211.46
2024-08-02,12558596.46
2024-08-05,11342208.87
2024-08-06,11709331.94
2024-08-07,11675746.64
2024-08-08,11598223.77
2024-08-09,11884726.93
2024-08-12,12037022.13
2024-08-13,12276178.35
2024-08-14,12097656.01
2024-08-15,12042742.69
2024-08-16,12310625.61
2024-08-19,12344183.76
2024-08-20,12292687.34
2024-08-21,12431985.75
2024-08-22,12380205.59
2024-08-23,12216349.46
2024-08-26,12129718.76
2024-08-27,12010392.89
2024-08-28,12046913.06
2024-08-29,11808753.25
2024-08-30,12217537.48
2024-09-02,11720492.80
2024-09-03,11546374.65
2024-09-04,11188001.36
2024-09-05,11282963.56
2024-09-06,11010334.99
2024-09-09,11047197.25
2024-09-10,11098843.94
2024-09-11,11246122.46
2024-09-12,11420989.87
2024-09-13,11619500.54
2024-09-18,11612901.26
2024-09-19,11502815.63
2024-09-20,11464634.05
2024-09-23,11417687.73
2024-09-24,11945906.25
2024-09-25,12217636.83
2024-09-26,12412101.07
2024-09-27,12623858.95
2024-09-30,13838159.29
2024-10-08,15485251.38
2024-10-09,14501280.33
2024-10-10,14088283.29
2024-10-11,13566015.18
2024-10-14,13955239.69
